"LLAVEVIV","P0_1","P0_2","P0_3","P0_4_1","P0_4_1A","P0_4_2","P0_4_2A","P1_1","P1_2","P1_3","FOLIO","VIV_SEL","ENT","TLOC","REGION","EST_DIS","UPM_DIS","FAC_VIV"
"0446705","03","04","01","1","1","1","1","05","1","","04467","05","19","1","2","107","01314",3142
"0446803","03","04","02","2","","1","1","08","1","","04468","03","31","1","6","181","02093",2816
"0446915","04","06","02","1","3","1","1","05","1","","04469","15","14","3","3","075","00965",3506
"0447004","03","05","01","1","2","1","1","04","1","","04470","04","24","4","2","137","01597",1065
"0447104","02","04","02","1","1","1","1","02","1","","04471","04","11","1","3","059","00866",5308
"0447208","02","03","01","1","1","2","","04","1","","04472","08","24","3","2","135","01587",1397
"0447320","02","03","00","1","1","1","1","02","1","","04473","20","30","2","5","172","02036",7817
"0447411","03","07","00","1","1","1","1","03","1","","04474","11","21","3","5","116","01408",6402
"0447505","02","04","01","2","","1","1","04","1","","04475","05","09","1","4","048","00561",4978
"0447616","02","04","01","1","1","1","1","03","1","","04476","16","22","4","3","125","01467",2137
"0447701","01","04","01","1","2","1","1","02","1","","04477","01","02","1","1","009","00079",3074
"0447815","03","04","00","2","","2","","04","1","","04478","15","08","4","1","043","00485",1975
"0447920","02","04","02","2","","2","","02","1","","04479","20","07","4","6","039","00453",3363
"0448001","03","07","02","1","2","1","1","04","1","","04480","01","02","1","1","011","00132",2860
"0448102","01","03","01","2","","2","","03","1","","04481","02","30","2","5","175","02053",6475
"0448202","02","04","01","2","","1","1","06","1","","04482","02","26","1","1","150","01757",2485
"0448310","02","04","01","1","1","2","","02","1","","04483","10","25","4","1","143","01681",2188
"0448403","02","03","01","1","1","1","1","05","1","","04484","03","32","1","3","189","02164",1145
"0448502","02","05","01","2","","2","","02","1","","04485","02","08","1","1","044","00493",3043
"0448602","03","04","01","1","1","1","1","04","1","","04486","02","28","1","2","163","01919",1877
"0448701","02","04","01","2","","2","","02","1","","04487","01","25","1","1","144","01697",2258
"0448804","03","05","01","1","1","1","1","04","1","","04488","04","09","1","4","049","00647",3351
"0448903","01","03","01","2","","1","2","02","1","","04489","03","31","1","6","182","02100",2028
"0449016","01","04","01","2","","1","1","03","1","","04490","16","29","4","5","167","01975",636
"0449104","01","02","01","1","1","1","1","02","1","","04491","04","23","1","6","132","01549",1457
"0449203","02","03","00","2","","2","","10","1","","04492","03","24","4","2","136","01589",1281
"0449304","02","04","01","2","","1","1","05","1","","04493","04","14","1","3","079","00996",7162
"0449403","01","03","01","1","1","1","1","02","1","","04494","03","02","1","1","010","00120",2739
"0449503","03","05","02","1","1","1","1","03","1","","04495","03","17","1","5","098","01198",1204
"0449603","01","01","00","2","","1","2","05","1","","04496","03","09","1","4","048","00591",3541
"0449703","02","04","01","2","","1","1","07","1","","04497","03","28","1","2","161","01851",1956
"0449802","02","04","01","2","","1","1","01","1","","04498","02","10","1","1","053","00791",1209
"0449902","01","05","02","2","","1","1","01","1","","04499","02","16","1","3","091","01119",4419
"0450004","02","03","01","2","","1","1","03","1","","04500","04","23","1","6","132","01553",1371
"0450103","02","03","01","1","1","1","1","05","1","","04501","03","15","1","5","086","01087",7105
"0450219","02","06","01","2","","2","","04","1","","04502","19","17","3","5","094","01148",943
"0450319","02","03","00","2","","2","","04","1","","04503","19","20","4","6","111","01379",3848
"0450410","02","03","01","2","","2","","01","1","","04504","10","30","3","5","172","02038",7808
"0450505","01","02","00","2","","2","","03","1","","04505","05","07","4","6","039","00452",3699
"0450619","01","02","00","2","","2","","04","1","","04506","19","20","4","6","111","01380",3726
"0450703","01","03","03","1","1","1","1","01","1","","04507","03","31","1","6","184","02126",3246
"0450810","02","02","00","1","1","1","1","03","1","","04508","10","32","3","3","185","02140",1353
"0450906","02","03","01","2","","1","1","02","1","","04509","06","15","4","5","083","01023",11415
"0451002","02","04","01","2","","1","1","03","1","","04510","02","04","1","6","023","00245",744
"0451103","03","04","01","1","1","1","1","06","1","","04511","03","28","1","2","164","01958",1911
"0451202","01","03","04","2","","1","1","02","1","","04512","02","23","1","6","133","01561",1831
"0451304","01","01","00","2","","2","","01","1","","04513","04","31","3","6","179","02088",1811
"0451405","02","03","01","2","","1","1","02","1","","04514","05","17","1","5","097","01160",1876
"0451504","06","10","02","2","","1","1","09","1","","04515","04","14","2","3","079","00997",6613
"0451601","02","04","01","1","1","2","","04","1","","04516","01","03","1","1","017","00187",686
"0451702","02","04","01","1","1","1","1","05","1","","04517","02","03","1","1","016","00162",816
"0451801","03","05","02","1","1","1","1","04","1","","04518","01","05","1","2","029","00291",1714
"0451903","01","01","00","2","","2","","05","1","","04519","03","07","1","6","040","00457",4832
"0452004","03","06","01","1","1","1","1","03","1","","04520","04","08","1","1","046","00553",2825
"0452111","02","03","00","2","","2","","07","1","","04521","11","17","3","5","094","01147",952
"0452203","02","02","01","1","1","1","1","05","1","","04522","03","04","1","6","022","00233",354
"0452301","02","04","01","1","2","1","1","03","1","","04523","01","03","1","1","017","00194",622
"0452402","02","06","01","2","","1","1","02","1","","04524","02","09","1","4","050","00756",1305
"0452505","01","04","01","1","1","1","1","03","1","","04525","05","10","2","1","051","00767",1281
"0452601","02","04","01","1","1","1","1","02","1","","04526","01","01","1","3","005","00035",1296
"0452705","02","03","01","1","1","1","2","04","1","","04527","05","25","1","1","145","01703",2703
"0452815","03","05","01","2","","1","1","05","1","","04528","15","21","3","5","116","01408",6402
"0452915","01","04","01","2","","2","","02","1","","04529","15","27","4","6","155","01822",916
"0453003","03","05","01","2","","1","1","01","1","","04530","03","13","3","5","068","00928",1288
"0453108","01","02","00","2","","2","","04","1","","04531","08","20","4","6","111","01382",3286
"0453202","02","02","01","1","1","1","1","05","1","","04532","02","23","1","6","131","01522",1788
"0453305","02","04","01","1","1","2","","04","1","","04533","05","11","3","3","056","00832",4770
"0453401","01","01","01","2","","2","","02","1","","04534","01","07","4","6","039","00450",4023
"0453505","01","04","01","1","1","1","1","01","1","","04535","05","28","1","2","164","01954",2022
"0453604","03","05","02","1","1","1","1","02","1","","04536","04","01","1","3","004","00027",1069
"0453708","03","04","01","1","1","1","1","03","1","","04537","08","32","2","3","186","02142",1673
"0453804","02","05","01","1","1","1","1","03","1","","04538","04","09","1","4","050","00703",3504
"0453902","02","05","01","1","1","2","","02","1","","04539","02","05","2","2","026","00271",5495
"0454005","04","05","01","2","","1","1","06","1","","04540","05","09","1","4","048","00573",4109
"0454105","03","04","02","2","","1","1","04","1","","04541","05","28","1","2","163","01943",1685
"0454209","01","02","01","1","1","2","","02","1","","04542","09","10","4","1","052","00769",1449
"0454317","03","05","03","1","1","1","1","02","1","","04543","17","24","2","2","135","01583",1844
"0454403","02","03","01","1","2","1","1","03","1","","04544","03","22","1","3","128","01503",2164
"0454501","02","04","01","1","1","2","","04","1","","04545","01","29","3","5","166","01965",2972
"0454608","02","05","01","1","2","1","1","04","1","","04546","08","32","3","3","185","02138",1543
"0454702","03","04","01","2","","1","1","03","1","","04547","02","15","1","5","085","01051",11199
"0454803","03","05","01","1","2","1","1","03","1","","04548","03","05","1","2","031","00368",2069
"0454903","01","03","01","2","","2","","01","1","","04549","03","07","4","6","039","00448",4578
"0455004","02","02","01","1","1","2","","03","1","","04550","04","28","1","2","162","01852",1684
"0455120","04","05","02","1","1","2","","04","1","","04551","20","06","2","3","032","00393",610
"0455203","03","06","02","1","2","1","1","04","1","","04552","03","13","3","5","068","00926",4627
"0455310","03","04","02","1","1","1","1","04","1","","04553","10","17","3","5","094","01148",943
"0455402","02","02","01","2","","1","1","04","1","","04554","02","09","1","4","050","00681",4096
"0455506","02","03","02","2","","2","","02","1","","04555","06","10","4","1","052","00773",1281
"0455611","02","03","01","2","","1","2","04","1","","04556","11","25","4","1","143","01681",2188
"0455703","03","04","01","1","1","1","1","07","1","","04557","03","08","1","1","045","00517",3447
"0455803","01","01","00","2","","2","","01","1","","04558","03","32","4","3","187","02144",1720
"0455902","03","05","01","1","1","1","1","04","1","","04559","02","14","1","3","080","01003",7520
"0456012","01","02","00","2","","2","","01","1","","04560","12","14","4","3","077","00970",8757
"0456118","02","02","00","2","","1","1","04","1","","04561","18","05","4","2","028","00278",1371
"0456201","02","03","01","2","","2","","05","1","","04562","01","07","1","6","040","00457",4832
"0456304","02","04","02","1","2","1","1","05","1","","04563","04","05","1","2","029","00295",1678
"0456405","02","03","01","1","1","1","1","02","1","","04564","05","02","1","1","009","00078",3090
"0456520","02","03","01","2","","2","","02","1","","04565","20","29","3","5","166","01970",682
"0456601","04","08","02","1","3","1","1","06","1","","04566","01","05","1","2","030","00329",1661
"0456702","03","05","01","1","1","1","1","06","1","","04567","02","09","1","4","050","00725",3135
"0456802","01","02","01","2","","1","1","01","1","","04568","02","27","1","6","156","01831",1596
"0456913","02","04","00","2","","2","","02","1","","04569","13","07","4","6","039","00455",3338
"0457002","02","02","01","1","1","1","1","03","1","","04570","02","09","1","4","049","00645",3421
"0457101","02","04","01","2","","1","1","02","1","","04571","01","12","1","6","066","00909",3673
"0457204","02","02","01","2","","1","1","05","1","","04572","04","27","3","6","156","01825",2210
"0457304","02","06","03","1","1","1","1","02","1","","04573","04","30","1","5","177","02080",10259
"0457404","01","05","01","2","","1","1","01","1","","04574","04","09","1","4","049","00655",3136
"0457501","01","02","01","2","","2","","01","1","","04575","01","02","1","1","009","00094",2118
"0457601","02","05","01","1","1","1","1","02","1","","04576","01","13","3","5","068","00928",1288
"0457714","03","04","01","1","1","1","2","06","1","","04577","14","21","3","5","115","01405",6115
"0457808","01","02","01","2","","1","1","02","1","","04578","08","04","4","6","021","00229",690
"0457901","02","04","00","2","","1","2","04","1","","04579","01","21","3","5","119","01417",4124
"0458001","03","05","01","1","1","2","","03","1","","04580","01","25","1","1","145","01713",2488
"0458101","02","03","02","1","1","2","","01","1","","04581","01","20","3","6","114","01400",3262
"0458204","02","03","01","2","","1","1","05","1","","04582","04","32","2","3","186","02142",1673
"0458316","02","03","01","1","1","2","","03","1","","04583","16","32","4","3","187","02146",1688
"0458403","02","02","01","2","","1","1","03","1","","04584","03","19","2","2","106","01295",995
"0458502","02","05","02","1","1","1","1","02","1","","04585","02","22","1","3","128","01495",2148
"0458615","01","03","01","2","","2","","04","1","","04586","15","25","4","1","143","01681",2188
"0458703","02","03","02","1","1","1","1","04","1","","04587","03","28","1","2","164","01951",2175
"0458810","03","05","01","1","2","1","1","03","1","","04588","10","08","3","1","042","00481",3354
"0458901","02","02","01","1","1","1","1","03","1","","04589","01","15","1","5","086","01071",12674
"0459003","02","04","01","1","1","1","1","03","1","","04590","03","14","1","3","080","01003",7520
"0459102","02","04","01","1","2","1","1","04","1","","04591","02","05","1","2","029","00288",1753
"0459204","02","02","01","1","1","1","1","05","1","","04592","04","08","1","1","044","00501",2795
"0459301","01","02","01","2","","2","","01","1","","04593","01","15","3","5","085","01028",15557
"0459404","01","01","01","2","","1","1","01","1","","04594","04","17","3","5","097","01159",2131
"0459516","02","04","00","2","","2","","08","1","","04595","16","21","4","5","117","01413",3844
"0459613","02","03","00","2","","1","2","03","1","","04596","13","21","4","5","118","01414",5277
